7,0.5578355493,0.581434283,0.5027328204,0.9999999998,0.9999999509,0.5230336141,0.9133999463,0.6438754497,0.5013207108,0.5048942021,0.5935686158,0.5004961329,0.9999999748,0.9985907579,0.5068868556,0.5594234403,0.5075781687,0.5051899574,0.5916666881,0.6807456098,0.5143730938,0.999999995,0.9999999934,0.9999996196,0.9982834081,0.90092167,0.5107930964,0.6984556752,0.6896940241,0.8983369145,0.8715925639,0.9954853992,,0.5013518363,0.528139212,,,0.999999992,0.9999999324,0.9989851984,0.9669526635,0.924790894,0.5838181798,0.5413155722,0.7435912576,0.5006706992,0.9999999594,0.7029582054,0.6001198999,0.6405126145,0.5076147827,0.5682242991,0.5043450203,[],0.5117981015,0.999180871,0.6648745261,0.5221486777,0.5248114546,0.9701533242,0.6496554786,0.5005665767,0.5289157807,0.5328706982,0.5727935837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.6655414881,0.5289074248,0.5654101286,1,0.999996227,0.973151561,0.534175687,0.5102906712,0.5037525298,0.5052568381,0.5550918474,0.5327697781,1,0.8687690328,0.5564178067,0.5044423299,0.5098397472,0.5084032549,0.5754116811,0.7072348745,0.5147884357,1,0.9998117205,0.9998202404,0.9866639846,0.8428379434,0.99999943,0.9971533398,0.8992596182,0.9999376862,[],0.9999994197,,0.6070133534,0.5445442383,,,0.9999999998,0.9999999353,0.999999839,0.526661648,0.6464445508,0.5049392702,0.501916089,0.54804033,0.6361401168,0.9999999992,0.9999550716,0.73016704,0.505915205,0.5023990533,0.6985890172,0.5175048533,0.541319359,[],0.7560136136,0.9036918731,0.5575523596,0.9245217631,0.9990180771,0.6435961975,0.5861496093,0.6069830392,0.584503614,0.5395447239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.7067955605,0.5813957595,0.5280886297,1,0.9999996912,0.8075168662,0.5720040096,0.5434493061,0.5038143004,0.5080811997,0.5009083396,0.5268746283,0.9999999973,0.7083828729,0.6019126855,0.5094791481,0.518092638,0.6195426154,0.5140225742,0.5408095975,0.5096394396,1,0.9999999959,0.9999989781,0.9989264456,0.6527515632,0.9960853533,0.7910031962,0.5105742837,0.7948852885,0.9999999822,0.9999995183,,0.6102562235,0.543065482,,,0.9999999983,0.999999994,0.8591104034,0.9999804373,0.9999994849,0.5095009083,0.5756476878,0.561332148,0.5166128745,0.999999999,0.9999996025,0.5260870678,0.5177064493,0.5343372785,0.5024596782,0.5036697007,0.567813058,[],0.6655936061,0.5563710773,0.7236106978,0.5376709042,0.5185278898,0.6802146794,0.5500186848,0.9486010817,0.7298073063,0.5212213541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.9191074985,0.5009713477,0.7137817053,0.9999999998,0.8797326014,0.6567781616,0.728470695,0.580984722,0.5467618001,0.6009863513,0.500667164,0.5099980494,0.9999999906,0.6555824734,0.5263531122,0.5123831064,0.5194689888,0.51336516,0.6346871931,0.5579131192,0.5609223953,1,0.9999999995,0.9999999984,0.9999364663,0.9299515996,0.7460723336,0.7520707439,0.9999999523,0.546110205,0.8249089422,1.000000178,,0.5667626189,0.5892734767,,,0.9999999097,0.9999999994,0.9976823396,[],0.8658976545,0.5079012321,0.5187555161,0.5337038381,0.5351090269,0.9999999438,0.9714679357,0.6945181183,0.5197673296,0.5092856631,0.5129843037,0.5347493099,0.5361744981,0.504946208,0.5505337458,0.0160650588,0.7600899367,0.7928313253,0.8354431159,0.9369378334,0.5006703824,0.6920110545,0.6317127232,0.5199324442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.5607271666,0.6468798659,0.5208178795,1,0.6227739028,0.9757064462,0.5856115382,0.5289586165,0.5037211641,0.5480453335,0.5688706243,0.5319993229,0.999999974,0.5873680043,0.5209281684,0.5542636616,0.6721518699,0.4753555059,[],0.5022240251,0.5037191,0.999999998,1,0.9999999229,0.9999999282,0.9582917,0.9181734642,0.9012925662,0.6448576578,0.5736069502,0.9622270275,0.9999986618,,0.6069597153,0.5302528391,,,0.9999999948,0.9999999984,0.9955838611,0.9688025473,0.9050090715,0.7026159292,0.6490046371,0.5078051174,0.529634441,0.999999998,0.7457522288,0.7820168746,0.5679066347,0.5230809979,0.5028663689,0.5059509368,0.5531958395,[],0.9681539051,0.9909083714,0.5173351875,0.5091353699,0.7343284222,0.5023744064,0.6752890499,0.6471212098,0.5212059607,0.5390678948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.7030852287,0.5183100175,0.5109394096,1,0.9999131394,0.6455943754,0.6818883078,0.5904800785,0.5052871599,0.6952223117,0.5182358751,0.5019156547,0.9999999999,0.6392695493,0.5227788709,0.629796013,0.5829149035,0.5376812925,[],0.5061519196,0.7098465165,1,0.9999999977,0.9999999923,0.9139517572,0.9999842778,0.9989085029,0.8113014847,0.9420968733,0.8112054722,0.6985505671,0.9999998835,,0.502939034,0.5419881011,,,1,0.9999999966,0.7578138228,0.6990146409,0.6692307901,0.5200405852,0.7454190543,0.520368034,0.5315609577,0.9999999901,0.7248699301,0.5141394385,0.5356757404,0.5636674707,0.5004986047,0.5148373224,0.5272947794,0.5039796116,0.8026643278,0.6695929351,0.8048946049,0.9995914252,0.6166392926,0.5344802608,0.5507560685,0.9830265569,0.537296892,0.7267421085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.68359105,0.5845560651,0.5167853398,0.9999968803,0.8626551573,0.5546850451,0.6642483889,0.5094803158,0.5477134099,0.5041086264,0.5416686023,0.520148526,0.9999999448,0.9999999934,0.5608161854,0.5221215134,0.548587059,0.5044220434,0.5403362171,0.5861227686,0.610396483,0.9999999982,1,0.9999980313,0.9999995611,0.9720366825,0.7680385003,0.5003432619,0.6701435549,0.6930809566,0.9888848155,0.9999988899,,0.5001038724,0.5049365846,,,0.9999999878,0.9999996943,0.6586135524,0.563125624,0.7661698706,0.5032568699,0.5625768891,0.5528416094,0.5434643678,0.9999999596,0.9999999982,0.5530373228,0.5132373133,0.5050506534,0.5047068984,0.5307663942,0.5100583119,0.5284076348,[],0.9991039792,0.9999998752,0.5540438698,0.5150008732,0.5141754322,0.6511079375,0.9998231449,0.6251748996,0.8397853289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.9437374663,0.5237301135,0.6304753445,0.9999999993,0.9999999959,0.9624384771,0.5551426953,0.8335330965,0.5031414855,0.5088571736,0.682682264,0.5258597725,0.9994450879,0.5181560445,0.8920460842,0.5240151207,0.5293113498,0.5037622483,0.5364642026,0.5035340956,0.7235247066,0.9999999968,1,0.9999999678,0.9999993186,0.8549483033,0.9796426406,0.6960039564,0.929643718,0.5245754099,0.9999999945,0.9999792242,,0.5070499313,0.6357151645,,,1,0.9999997758,0.9703971627,0.9999999999,0.5235516308,0.6931461041,0.5019650439,0.5097692833,0.5199892026,0.9999999961,0.9999999998,0.5944132871,0.5092521349,0.6985857387,0.5610418029,0.6244630193,0.5038981716,0.5235192189,0.9324853256,0.9988348469,0.3769639966,0.6919032274,0.8868576576,0.5828824673,0.6766365043,0.9999995749,0.6498959163,0.7835346702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.5424131287,0.5481920066,0.5104681544,0.9999999981,0.7523759296,0.9986196931,0.7200953089,0.6253558075,0.690863349,0.5062934411,0.6127363973,0.5534226249,0.9999999994,0.5779361946,0.5040135893,0.5048395964,0.5028233984,0.5044713637,0.5010022527,0.5000255631,0.730428192,0.9999997606,0.9999999681,0.9999999997,0.826465744,0.8639144085,0.9998530106,0.7740573286,0.7782603814,0.5284132845,0.933186567,0.9998990472,,0.5050530328,0.6198590149,,,0.9999999982,0.9999996556,0.722138595,0.9795758203,0.7765966154,0.9567176921,0.5114662547,0.6252264678,0.5033265328,0.9999999807,0.9998514681,0.5097803182,0.5029374067,0.5084207978,0.504573184,0.5434418876,0.5517472061,0.5324293489,0.5189993252,0.5022918092,0.9999887737,0.6673445295,0.5171575319,0.977424292,0.9996771607,0.5069049193,0.5318981852,0.6043825013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.7393240977,0.5695777039,0.5427946102,1,0.999999839,0.6667260824,0.5044914966,0.5043253456,0.5048764081,0.5389980766,0.6691370141,0.5244005275,0.9999999084,0.6431906113,0.5535636955,0.5064812271,0.5487687939,0.5521125214,0.5487398865,0.5596385474,0.5951060733,0.9999999999,1,0.9999999405,0.9951798776,0.9999973395,0.9999999943,0.9990744728,0.9113757629,0.9868919479,0.9999999933,0.4777509486,,0.5881436328,0.5935847101,,,0.9999999974,0.9999999989,0.9499118464,0.8979144629,0.8228525275,0.6740705224,0.666532007,0.5021998725,0.5407806173,0.9999999978,0.9582051557,0.5205800182,0.8581135712,0.5247150324,[],0.600105977,0.5665896539,0.5487273997,0.8684794965,0.5724966398,0.9342541417,0.6556656076,0.5469900088,[],0.5898605259,0.9643203793,0.5285503489,0.9999996724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.7387847212,0.5017366641,0.5381846192,0.9999993389,0.9321513244,0.8895992858,0.5619282148,0.5005222697,0.5005499678,0.5556429133,0.500473299,[],0.9999999404,0.5388546062,0.5149985009,0.5046039521,0.7003309573,0.5465178157,0.5035220918,0.5856212438,0.8128746022,0.9999999616,0.9999999915,0.9999999998,0.9382281269,0.6948911238,0.6025565856,0.5165927422,0.9224384509,0.5094282801,0.999790175,0.9984725187,,0.516797844,0.5483418149,,,0.9999999984,0.9992725237,0.9999999985,0.9682165175,0.6861564838,0.6675719042,0.5277340249,0.5514873579,0.5771304374,0.9999999573,0.7703153492,0.7648006837,0.6615169039,0.508611741,0.5611339543,0.5170571084,0.5853954593,0.5066960685,0.5602072628,0.5658403828,0.5220176149,0.5373282385,0.687691862,0.5019638911,0.6786084166,0.576620197,0.5332047565,0.7261639811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.7735412317,0.5019652082,0.5167029961,0.9999999525,0.8530902355,0.6666228894,0.5045796937,0.534774929,0.578564072,0.5002420033,0.5007890149,0.5775979448,0.9999981707,0.8162505822,0.6253311766,0.5215470766,0.5591838687,0.5051509465,0.5059993545,0.6471368935,0.5934293085,0.9999999964,0.9999999955,0.992883647,0.9999999886,0.9999997833,0.6524963633,0.8193786312,0.5750806626,0.6669973451,0.9363503552,0.9997224104,,0.5004631527,0.507617718,,,1,0.9999999851,0.9999999919,0.9999997939,0.6135416954,0.5178790915,0.6000454124,0.5336792934,0.6179427335,0.999999964,0.9999999278,0.5893437786,0.5262863423,0.5043444526,0.5000485067,0.5051972284,[],0.5362849329,0.8583690167,0.9647811363,0.5365705826,0.8390718635,0.503149822,0.5005017982,0.6627530152,0.8531986355,0.6594588784,0.9491250421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.8661187873,0.5339316099,0.5030025094,0.9999999629,0.999999995,0.8014827992,0.7744873475,0.6313873219,0.5203984433,0.5259712608,0.5028483942,0.5138923846,0.9999999562,0.6794954754,0.5315420918,0.5199256027,0.5049433933,0.5111296036,0.5202374063,0.5290982635,0.5366253866,1,0.999999998,0.9999999999,1,0.9999986309,0.8376099898,0.7216474042,0.5991809442,0.6891664498,0.9999999996,0.9999999254,,0.5028282373,0.535954694,,,0.9999999459,0.9999999629,0.99999996,0.8530566223,0.5228284589,0.6092017067,0.6412787885,0.5410661624,0.5295483967,0.9999999931,0.6084682103,0.7610415252,0.5000590934,0.5856714967,0.6671247054,0.5050083887,0.6560327638,0.7832624575,0.5114668539,0.5325213262,0.5019178601,0.8897248684,0.5154665823,0.6043954249,0.6515007355,0.7156389356,0.5671137555,0.6875844019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.6797054935,0.5066031208,0.5549569512,0.9999999576,0.9999943786,0.9999999851,0.520454783,0.5353319868,0.5000080488,0.5113068192,0.5214126929,0.5405774044,0.9999999995,0.5366766467,0.7344785108,0.5182057502,0.5495165795,0.5430166052,0.5053253673,0.5310350719,0.5045958696,0.9999999999,0.9999999978,0.9999993523,0.9999999993,0.9585269122,0.8361437777,0.5689299956,0.9998199244,0.5190362973,0.9999999995,1.000000406,,0.6268553346,0.6093484303,,,[],0.9999999686,0.6953240989,0.9999998374,0.9999996476,0.9955731888,0.6266329381,0.5081301027,0.5095058611,0.9999999984,0.8093480048,0.7018816974,0.500858592,0.5019317446,0.5064245875,[],0.6122590995,0.5013136987,0.9999996549,0.9099354211,0.9999994022,0.6831111822,0.9999998931,0.880350104,0.5025727917,0.5217216118,0.5157238545,0.9998411955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.7487179184,0.5411008284,0.5700077283,0.9999997945,0.9451321299,0.8126142268,0.6222771446,0.5560176413,0.538547935,0.5427195013,5.47E-01,0.5250351202,0.9999721206,0.753449961,0.5689277366,0.5261262993,0.5517047837,0.5187074932,0.5419306714,0.57072269,0.5795316194,0.9999999807,0.9998899122,0.9862483149,0.9695671883,0.8458981711,0.8504826159,0.7725566719,0.7750121298,0.7112307809,0.92800013,0.9727351552,0.9999998753,0.5491958267,0.571279039,,,0.9999999895,0.9999635622,0.9128162344,0.8813028325,0.7620117595,0.6379429278,0.5728708499,0.5442712749,0.543038631,0.9999999557,0.9118192198,0.6578162952,0.5576187577,0.5565965816,0.5342254472,0.514034519,0.5566931787,0.5477621438,0.730957218,0.7426872583,0.7125673632,0.6950813479,0.6852857042,0.6652629987,0.640721821,0.7393229611,0.6235104629,0.7163783949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
std,0.1351286864,0.0390319931,0.07884460436,0.0000007016615696,0.1033444239,0.1648038478,0.1327912512,0.08044438704,0.06162618543,0.05979348257,0.05585578419,0.02024739244,0.000124051306,0.1829919461,0.09680745779,0.03036404624,0.06029553793,0.0308341046,0.04399835173,0.07033263483,0.09489500642,0.00000005545224383,0.0004499608291,0.05973533819,0.056491347,0.1707903717,0.1610541308,0.1751723734,0.1884640212,0.1778316074,0.1065591921,0.116543114,0.00000004905859052,0.05387944827,0.06285797463,,,0.00000002287504659,0.0001626536205,0.1248451317,0.1544221149,0.142476502,0.1603610666,0.06682531046,0.05721481914,0.0426767339,0.000000114535666,0.129791506,0.1261525347,0.09917332579,0.0737404489,0.07174769902,0.1164718312,0.05490956307,0.0758073051,0.1891628673,0.2535105504,0.2141840891,0.1615463091,0.1896620592,0.182258078,0.1527963699,0.1887097351,0.1411139618,0.18791646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean+std,,,,1,1,0.9774180746,0.7550683958,0.6364620283,0.6001741205,0.6025129839,6.03E-01,0.5452825127,1,0.9364419071,0.6657351944,0.5564903456,0.6120003217,0.5495415978,0.5859290231,0.6410553248,0.6744266259,1,1,1,1,1,1,0.9477290453,0.963476151,0.8890623883,1,1,0.9999999243,0.603075275,0.6341370136,,,1,1,1,1,0.9044882615,0.7983039944,0.6396961603,0.601486094,0.5857153649,1,1,0.7839688299,0.6567920835,0.6303370305,0.6059731462,0.6305063502,0.6116027418,0.6235694489,0.9201200853,0.9961978086,0.9267514523,0.856627657,0.8749477634,0.8475210767,0.7935181909,0.9280326962,0.7646244247,0.9042948549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean-std,,,,0.9999990928,0.841787706,0.647810379,0.5,0.5,0.5,0.5,5.00E-01,0.5047877278,0.9998480693,0.5704580149,0.5,0.5,0.5,0.5,0.5,0.5003900552,0.5,0.9999999253,0.9994399513,0.9265129767,0.9130758413,0.6751077994,0.6894284851,0.5973842985,0.5865481087,0.5333991735,0.8214409379,0.8561920413,0.9999998262,0.5,0.5084210644,0.5,0.5,0.9999999666,0.9998009085,0.7879711027,0.7268807176,0.6195352575,0.5,0.5060455394,0.5,0.5003618971,0.9999998412,0.7820277138,0.5316637605,0.5,0.5,0.5,0.5,0.5017836157,0.5,0.5417943507,0.5,0.5,0.5335350388,0.5,0.5,0.5,0.550613226,0.5,0.528461935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
